Age,AgeGroup,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Sex,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
41,25-54,Travel_Rarely,509,Property Operations,7,2,Real Estate,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,0,13,3,3,10,3,3,10,6,0,8,0
38,25-54,Travel_Rarely,330,Property Operations,17,1,Real Estate,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,0,18,3,1,20,4,2,19,9,1,9,0
40,25-54,Travel_Rarely,1492,Property Operations,20,4,Real Estate,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,0,20,4,4,14,6,3,11,10,11,1,0
27,25-54,Non-Travel,1277,Property Operations,8,5,Real Estate,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,0,19,3,4,3,4,3,3,2,1,2,0
55,55-64,Travel_Frequently,1091,Property Operations,2,1,Real Estate,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,0,18,3,2,23,4,3,3,2,1,2,0
28,25-54,Travel_Rarely,857,Property Operations,10,3,Real Estate,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,0,13,3,4,10,4,4,8,7,1,7,0
44,25-54,Travel_Rarely,1376,Human Resources Management,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,0,14,3,4,24,1,3,20,6,3,6,1
33,25-54,Travel_Rarely,654,Property Operations,5,3,Real Estate,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,0,15,3,3,9,2,3,3,2,1,2,0
35,25-54,Travel_Rarely,1204,Business and Development Management,4,3,Business Management,4,Male,86,3,3,Strategic Planning Officer,1,Single,9582,10333,0,1,22,4,1,9,2,3,8,7,4,7,1
33,25-54,Travel_Frequently,827,Property Operations,29,4,Real Estate,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,0,22,4,2,14,4,3,13,7,3,8,1
28,25-54,Travel_Rarely,895,Property Operations,15,2,Real Estate,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,0,16,3,4,4,5,2,4,2,2,2,0
34,25-54,Travel_Frequently,618,Property Operations,3,1,Real Estate,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,0,17,3,3,7,1,2,6,2,0,4,0
37,25-54,Travel_Rarely,309,Business and Development Management,10,4,Entrepreneurship,4,Female,88,2,2,Partnership/Client Relations Officer,4,Divorced,6694,24223,2,1,14,3,3,8,5,3,1,0,0,0,0
25,25-54,Travel_Rarely,1219,Property Operations,4,1,Real Estate,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,1,15,3,2,7,3,4,7,7,5,6,1
26,25-54,Travel_Rarely,1330,Property Operations,21,3,Real Estate,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,0,20,4,3,1,0,2,1,1,0,0,1
33,25-54,Travel_Rarely,1017,Property Operations,25,3,Real Estate,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,1,20,4,2,5,0,3,2,2,2,2,1
42,25-54,Travel_Rarely,469,Property Operations,2,2,Real Estate,4,Male,35,3,4,Manager,1,Married,17665,14399,0,0,17,3,4,23,3,3,22,6,13,7,0
28,25-54,Travel_Frequently,1009,Property Operations,1,3,Real Estate,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,0,15,3,1,1,2,3,1,0,0,0,1
50,25-54,Travel_Frequently,959,Business and Development Management,1,4,Entrepreneurship,4,Male,81,3,2,Partnership/Client Relations Officer,3,Single,4728,17251,3,1,14,3,4,5,4,3,0,0,0,0,1
33,25-54,Travel_Frequently,970,Business and Development Management,7,3,Marketing,4,Female,30,3,2,Partnership/Client Relations Officer,2,Married,4302,13401,0,0,17,3,3,4,3,3,3,2,0,2,0
34,25-54,Non-Travel,697,Property Operations,3,4,Real Estate,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,0,17,3,4,6,2,3,0,0,0,0,0
48,25-54,Non-Travel,1262,Property Operations,1,4,Real Estate,1,Male,35,4,4,Manager,4,Single,16885,16154,2,0,22,4,3,27,3,2,5,4,2,1,0
45,25-54,Non-Travel,1050,Business and Development Management,9,4,Marketing,2,Female,65,2,2,Partnership/Client Relations Officer,3,Married,5593,17970,1,0,13,3,4,15,2,3,15,10,4,12,0
52,25-54,Travel_Rarely,994,Property Operations,7,4,Real Estate,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,0,19,3,4,18,4,3,8,6,4,0,0
38,25-54,Travel_Rarely,770,Business and Development Management,10,4,Marketing,3,Male,73,2,3,Market Research Analyst,3,Divorced,8740,5569,0,1,14,3,2,9,2,3,8,7,2,7,0
29,25-54,Travel_Rarely,1107,Property Operations,28,4,Real Estate,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,0,22,4,1,11,1,3,7,5,1,7,0
28,25-54,Travel_Rarely,950,Property Operations,3,3,Real Estate,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,0,17,3,2,10,3,2,9,7,1,7,0
46,25-54,Travel_Rarely,406,Business and Development Management,3,1,Marketing,1,Male,52,3,4,Project Manager,3,Married,17465,15596,3,0,12,3,4,23,3,3,12,9,4,9,0
38,25-54,Travel_Rarely,130,Business and Development Management,2,2,Marketing,4,Male,32,3,3,Market Research Analyst,2,Single,7351,20619,7,0,16,3,3,10,2,3,1,0,0,0,0
43,25-54,Travel_Frequently,1082,Property Operations,27,3,Real Estate,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,0,11,3,3,18,1,3,8,7,0,1,0
39,25-54,Travel_Frequently,203,Property Operations,2,3,Real Estate,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,0,11,3,4,21,4,3,18,7,11,5,1
40,25-54,Travel_Rarely,1308,Property Operations,14,3,Real Estate,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,0,14,3,1,21,2,4,20,7,4,9,0
21,15-24,Travel_Rarely,984,Property Operations,1,1,Real Estate,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,1,11,3,3,2,6,4,2,2,2,2,0
39,25-54,Non-Travel,439,Property Operations,9,3,Real Estate,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,0,15,3,3,9,2,2,5,4,0,3,0
36,25-54,Non-Travel,217,Property Operations,18,4,Real Estate,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,0,20,4,1,18,0,3,11,9,0,9,0
31,25-54,Travel_Frequently,793,Business and Development Management,20,3,Economics,3,Male,67,4,1,Partnership/Client Relations Officer,4,Married,2791,21981,0,0,12,3,1,3,4,3,2,2,2,2,0
28,25-54,Travel_Rarely,1451,Property Operations,2,1,Real Estate,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,0,17,3,1,6,2,1,5,3,0,4,0
35,25-54,Travel_Frequently,1182,Business and Development Management,11,2,Economics,4,Male,54,3,2,Partnership/Client Relations Officer,4,Divorced,4968,18500,1,0,11,3,4,5,3,3,5,2,0,2,0
49,25-54,Travel_Rarely,174,Business and Development Management,8,4,Economics,4,Male,56,2,4,Market Research Analyst,2,Married,13120,11879,6,0,17,3,2,22,3,3,9,8,2,3,0
34,25-54,Travel_Frequently,1003,Property Operations,2,2,Real Estate,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,0,11,3,4,5,3,2,3,2,0,2,0
29,25-54,Travel_Frequently,490,Property Operations,10,3,Real Estate,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,0,14,3,4,8,2,2,7,5,1,1,0
42,25-54,Travel_Rarely,188,Property Operations,29,3,Real Estate,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,0,19,3,1,16,3,3,1,0,0,0,0
29,25-54,Travel_Rarely,718,Property Operations,8,1,Real Estate,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,1,15,3,3,10,2,2,10,7,1,2,0
38,25-54,Travel_Rarely,433,Human Resources Management,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,0,13,3,4,7,2,4,7,6,5,0,0
28,25-54,Travel_Frequently,773,Property Operations,6,3,Real Estate,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,1,14,3,4,3,2,3,3,1,0,2,0
21,15-24,Non-Travel,247,Property Operations,8,1,Real Estate,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,0,12,3,4,0,0,3,0,0,0,0,1
33,25-54,Travel_Rarely,603,Business and Development Management,9,4,Marketing,1,Female,77,3,2,Partnership/Client Relations Officer,1,Single,8224,18385,0,1,17,3,1,6,3,3,5,2,0,3,1
41,25-54,Travel_Rarely,167,Property Operations,12,4,Real Estate,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,1,11,3,1,6,4,3,1,0,0,0,0
31,25-54,Travel_Frequently,874,Property Operations,15,3,Real Estate,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,0,12,3,3,2,5,2,2,2,2,2,1
37,25-54,Travel_Rarely,367,Property Operations,25,2,Real Estate,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,0,13,3,3,9,2,3,6,2,1,3,0
27,25-54,Travel_Rarely,199,Property Operations,6,3,Real Estate,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,0,13,3,3,4,0,3,4,2,2,2,0
34,25-54,Travel_Rarely,1400,Business and Development Management,9,1,Business Management,2,Female,70,3,2,Partnership/Client Relations Officer,3,Married,5714,5829,1,0,20,4,1,6,3,2,6,5,1,3,0
35,25-54,Travel_Rarely,528,Human Resources Management,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,0,17,3,2,6,2,1,5,4,1,4,0
29,25-54,Travel_Rarely,408,Business and Development Management,23,1,Business Management,4,Female,45,2,3,Market Research Analyst,1,Married,7336,11162,1,0,13,3,1,11,3,1,11,8,3,10,1
40,25-54,Travel_Frequently,593,Property Operations,9,4,Real Estate,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,0,17,3,3,20,3,2,18,7,2,13,0
42,25-54,Travel_Frequently,481,Business and Development Management,12,3,Economics,3,Male,44,3,4,Project Manager,1,Single,13758,2447,0,1,12,3,2,22,2,2,21,9,13,14,1
42,25-54,Travel_Rarely,647,Business and Development Management,4,4,Marketing,2,Male,45,3,2,Partnership/Client Relations Officer,1,Single,5155,2253,7,0,13,3,4,9,3,4,6,4,1,5,0
35,25-54,Travel_Rarely,982,Property Operations,1,4,Real Estate,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,0,12,3,2,10,2,3,8,0,1,7,0
24,15-24,Travel_Rarely,477,Property Operations,24,3,Real Estate,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,0,22,4,4,6,2,3,4,3,1,2,0
28,25-54,Travel_Rarely,1485,Property Operations,12,1,Real Estate,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,1,11,3,4,1,4,2,1,1,0,0,1
26,25-54,Travel_Rarely,1384,Property Operations,3,4,Real Estate,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,0,22,4,2,8,2,3,8,7,0,7,0
30,25-54,Travel_Rarely,852,Business and Development Management,10,3,Marketing,3,Male,72,2,2,Partnership/Client Relations Officer,3,Married,6578,2706,1,0,18,3,1,10,3,3,10,3,1,4,0
40,25-54,Travel_Frequently,902,Property Operations,26,2,Real Estate,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,1,13,3,4,16,3,1,1,1,0,0,0
35,25-54,Travel_Rarely,819,Property Operations,2,3,Real Estate,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,0,18,3,2,15,2,4,7,7,6,4,0
34,25-54,Travel_Frequently,669,Property Operations,1,3,Real Estate,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,0,20,4,3,14,3,3,13,9,4,9,0
35,25-54,Travel_Frequently,636,Property Operations,4,4,Real Estate,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,0,13,3,2,2,2,4,2,2,2,2,0
43,25-54,Travel_Rarely,1372,Business and Development Management,9,3,Marketing,1,Female,85,1,2,Partnership/Client Relations Officer,3,Single,5346,9489,8,0,13,3,2,7,2,2,4,3,1,3,1
32,25-54,Non-Travel,862,Business and Development Management,2,1,Business Management,3,Female,76,3,1,Sales & Growth Analyst,1,Divorced,2827,14947,1,0,12,3,3,1,3,3,1,0,0,0,0
56,55-64,Travel_Rarely,718,Property Operations,4,4,Real Estate,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,0,13,3,4,28,2,3,5,2,4,2,0
29,25-54,Travel_Rarely,1401,Property Operations,6,1,Real Estate,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,0,13,3,1,10,5,3,10,8,0,8,0
22,15-24,Travel_Rarely,645,Property Operations,9,2,Real Estate,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,0,25,4,3,1,4,3,1,1,0,0,0
45,25-54,Travel_Rarely,1457,Property Operations,7,3,Real Estate,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,1,19,3,3,7,2,2,3,2,0,2,0
37,25-54,Travel_Rarely,977,Property Operations,1,3,Real Estate,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,0,13,3,2,14,2,2,14,8,3,11,0
23,15-24,Travel_Rarely,805,Property Operations,3,3,Real Estate,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,0,12,3,1,2,2,2,2,2,1,2,0
44,25-54,Travel_Rarely,1097,Property Operations,10,4,Real Estate,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,1,11,3,3,6,4,3,6,4,0,2,1
53,25-54,Travel_Rarely,1223,Property Operations,7,2,Real Estate,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,0,18,3,2,26,6,3,7,7,4,7,0
29,25-54,Travel_Rarely,942,Property Operations,15,1,Real Estate,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,1,18,3,1,6,2,2,5,4,1,3,0
22,15-24,Travel_Frequently,1256,Property Operations,3,4,Real Estate,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,1,11,3,2,1,5,3,0,0,0,0,1
46,25-54,Travel_Rarely,1402,Business and Development Management,2,3,Marketing,3,Female,69,3,4,Project Manager,1,Married,17048,24097,8,0,23,4,1,28,2,3,26,15,15,9,0
44,25-54,Non-Travel,111,Property Operations,17,3,Real Estate,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,0,13,3,4,6,3,3,0,0,0,0,0
33,25-54,Travel_Rarely,147,Human Resources Management,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,0,13,3,4,5,2,3,5,4,1,4,0
41,25-54,Non-Travel,906,Property Operations,5,2,Real Estate,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,0,17,3,1,5,2,1,1,0,0,0,1
30,25-54,Travel_Rarely,1329,Business and Development Management,29,4,Business Management,3,Male,61,3,2,Sales & Growth Analyst,1,Divorced,4115,13192,8,0,19,3,3,8,3,3,4,3,0,3,0
40,25-54,Travel_Frequently,1184,Business and Development Management,2,4,Marketing,2,Male,62,3,2,Sales & Growth Analyst,2,Married,4327,25440,5,0,12,3,4,5,2,3,0,0,0,0,0
50,25-54,Travel_Frequently,1421,Property Operations,2,3,Real Estate,4,Female,30,3,4,Manager,1,Married,17856,9490,2,0,22,4,3,32,3,3,2,2,2,2,0
28,25-54,Travel_Rarely,1179,Property Operations,19,4,Real Estate,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,0,12,3,3,6,2,3,6,5,3,3,0
46,25-54,Travel_Rarely,1450,Property Operations,15,2,Real Estate,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,0,11,3,1,25,2,3,4,2,0,3,0
35,25-54,Travel_Rarely,1361,Business and Development Management,17,4,Economics,3,Male,94,3,2,Sales & Growth Analyst,1,Married,8966,21026,3,1,15,3,4,15,2,3,7,7,1,7,0
24,15-24,Travel_Rarely,984,Property Operations,17,2,Real Estate,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,0,13,3,1,1,3,1,1,0,0,0,1
33,25-54,Travel_Frequently,1146,Business and Development Management,25,3,Economics,2,Female,82,3,2,Sales & Growth Analyst,3,Married,4539,4905,1,0,12,3,1,10,3,2,10,7,0,1,0
36,25-54,Travel_Rarely,917,Property Operations,6,4,Real Estate,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,0,14,3,3,7,4,3,7,7,1,7,0
30,25-54,Travel_Rarely,853,Property Operations,7,4,Real Estate,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,0,13,3,1,10,4,2,10,7,8,9,0
44,25-54,Travel_Rarely,200,Property Operations,29,4,Real Estate,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,0,25,4,2,20,3,3,20,11,13,17,0
23,15-24,Travel_Rarely,654,Business and Development Management,21,3,Marketing,3,Male,43,4,1,Sales & Growth Analyst,4,Single,2678,5050,1,0,17,3,4,2,2,3,2,1,2,2,0
46,25-54,Travel_Rarely,150,Property Operations,2,4,Real Estate,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,0,11,3,3,12,3,2,6,3,1,4,0
42,25-54,Non-Travel,179,Human Resources Management,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,0,16,3,1,10,3,4,4,3,0,3,0
60,55-64,Travel_Rarely,696,Business and Development Management,7,4,Marketing,2,Male,52,4,2,Partnership/Client Relations Officer,4,Divorced,5220,10893,0,1,18,3,2,12,3,3,11,7,1,9,0
32,25-54,Travel_Frequently,116,Property Operations,13,3,Real Estate,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,0,20,4,3,2,2,3,2,2,2,2,0
32,25-54,Travel_Frequently,1316,Property Operations,2,2,Real Estate,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,1,14,3,4,10,2,3,8,7,0,7,0
36,25-54,Travel_Rarely,363,Property Operations,1,3,Real Estate,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,1,21,4,3,17,2,3,7,7,7,7,0
33,25-54,Travel_Rarely,117,Property Operations,9,3,Real Estate,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,0,13,3,2,15,5,3,14,10,4,10,0
40,25-54,Travel_Rarely,107,Business and Development Management,10,3,Business Management,2,Female,84,2,2,Sales & Growth Analyst,2,Divorced,6852,11591,7,0,12,3,2,7,2,4,5,1,1,3,0
25,25-54,Travel_Rarely,1356,Business and Development Management,10,4,Business Management,3,Male,57,3,2,Partnership/Client Relations Officer,4,Single,4950,20623,0,0,14,3,2,5,4,3,4,3,1,1,0
30,25-54,Travel_Rarely,1465,Property Operations,1,3,Real Estate,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,1,21,4,1,12,2,3,11,9,5,7,0
42,25-54,Travel_Frequently,458,Property Operations,26,5,Real Estate,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,1,17,3,3,20,6,3,1,0,0,0,0
35,25-54,Non-Travel,1212,Business and Development Management,8,2,Marketing,3,Female,78,2,3,Strategic Planning Officer,4,Married,10377,13755,4,1,11,3,2,16,6,2,13,2,4,12,0
27,25-54,Travel_Rarely,1103,Property Operations,14,3,Real Estate,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,1,14,3,4,9,3,2,9,7,6,8,0
54,25-54,Travel_Frequently,966,Property Operations,1,4,Real Estate,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,0,17,3,1,33,2,1,5,4,1,4,0
44,25-54,Travel_Rarely,1117,Property Operations,2,1,Real Estate,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,0,13,3,4,10,5,3,10,5,7,7,0
22,15-24,Non-Travel,504,Property Operations,10,3,Real Estate,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,1,25,4,2,1,2,4,1,1,0,0,1
29,25-54,Travel_Rarely,1010,Property Operations,1,3,Real Estate,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,0,15,3,1,3,5,3,3,2,1,2,0
54,25-54,Travel_Rarely,685,Property Operations,3,3,Real Estate,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,0,14,3,1,36,2,3,10,9,0,9,0
31,25-54,Travel_Rarely,1332,Property Operations,11,2,Real Estate,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,1,12,3,4,6,2,2,6,5,0,1,0
31,25-54,Travel_Rarely,1062,Property Operations,24,3,Real Estate,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,0,19,3,2,10,2,3,10,9,1,8,0
59,55-64,Travel_Rarely,326,Business and Development Management,3,3,Entrepreneurship,3,Female,48,2,2,Sales & Growth Analyst,4,Single,5171,16490,5,0,17,3,4,13,2,3,6,1,0,5,0
43,25-54,Travel_Rarely,920,Property Operations,3,3,Real Estate,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,0,14,3,2,25,2,3,8,7,0,7,0
49,25-54,Travel_Rarely,1098,Property Operations,4,2,Real Estate,1,Male,85,2,5,Manager,3,Married,18711,12124,2,0,13,3,3,23,2,4,1,0,0,0,0
36,25-54,Travel_Frequently,469,Property Operations,3,3,Property Management,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,0,12,3,3,12,2,2,11,10,0,7,0
48,25-54,Travel_Rarely,969,Property Operations,2,2,Property Management,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,0,11,3,3,7,4,2,1,0,0,0,0
27,25-54,Travel_Rarely,1167,Property Operations,4,2,Property Management,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,0,11,3,2,5,2,3,5,3,0,3,0
29,25-54,Travel_Rarely,1329,Property Operations,7,3,Property Management,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,1,11,3,2,6,2,3,6,0,1,0,0
48,25-54,Travel_Rarely,715,Property Operations,1,3,Property Management,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,0,12,3,3,25,3,4,1,0,0,0,0
29,25-54,Travel_Rarely,694,Property Operations,1,3,Property Management,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,0,14,3,2,9,2,2,7,7,1,7,0
34,25-54,Travel_Rarely,1320,Engineering Services,20,3,Engineering,3,Female,89,4,1,Engineering Technician,3,Married,2585,21643,0,0,17,3,4,2,5,2,1,0,0,0,0
44,25-54,Travel_Rarely,1099,Business and Development Management,5,3,Marketing,2,Male,88,3,5,Business Development Manager,2,Married,18213,8751,7,0,11,3,3,26,5,3,22,9,3,10,0
33,25-54,Travel_Rarely,536,Business and Development Management,10,5,Marketing,4,Male,82,4,3,Strategic Planning Officer,3,Divorced,8380,21708,0,1,14,3,4,10,3,3,9,8,0,8,0
22,15-24,Travel_Rarely,265,Engineering Services,25,3,Engineering,2,Female,57,4,1,Facilities Engineer,4,Single,2994,21221,1,1,12,3,4,1,2,3,1,0,0,1,0
23,15-24,Travel_Rarely,373,Engineering Services,1,2,Engineering,4,Male,47,3,1,Facilities Engineer,3,Married,1223,16901,1,0,22,4,4,1,2,3,1,0,0,1,0
25,25-54,Travel_Frequently,599,Business and Development Management,24,1,Entrepreneurship,3,Male,73,1,1,Sales & Growth Analyst,4,Single,1118,8040,1,1,14,3,4,1,4,3,1,0,1,0,1
26,25-54,Travel_Rarely,583,Engineering Services,4,2,Engineering,3,Male,53,3,1,Mechanical Engineer,4,Single,2875,9973,1,1,20,4,2,8,2,2,8,5,2,2,0
45,25-54,Travel_Rarely,1449,Business and Development Management,2,3,Marketing,1,Female,94,1,5,Business Development Manager,2,Single,18824,2493,2,1,16,3,1,26,2,3,24,10,1,11,1
55,55-64,Non-Travel,177,Engineering Services,8,1,Engineering,4,Male,37,2,4,Engineering Manager,2,Divorced,13577,25592,1,1,15,3,4,34,3,3,33,9,15,0,0
21,15-24,Travel_Frequently,251,Engineering Services,10,2,Engineering,1,Female,45,2,1,Mechanical Engineer,3,Single,2625,25308,1,0,20,4,3,2,2,1,2,2,2,2,1
46,25-54,Travel_Rarely,168,Business and Development Management,4,2,Marketing,4,Female,33,2,5,Business Development Manager,2,Married,18789,9946,2,0,14,3,3,26,2,3,11,4,0,8,0
34,25-54,Travel_Rarely,131,Business and Development Management,2,3,Marketing,3,Female,86,3,2,Partnership/Client Relations Officer,1,Single,4538,6039,0,1,12,3,4,4,3,3,3,2,0,2,0
51,25-54,Travel_Frequently,237,Business and Development Management,9,3,Entrepreneurship,4,Male,83,3,5,Business Development Manager,2,Divorced,19847,19196,4,1,24,4,1,31,5,2,29,10,11,10,0
59,55-64,Travel_Rarely,1429,Engineering Services,18,4,Engineering,4,Male,67,3,3,Maintenance Engineer,4,Single,10512,20002,6,0,12,3,4,25,6,2,9,7,5,4,0
34,25-54,Travel_Frequently,135,Engineering Services,19,3,Engineering,3,Female,46,3,2,Facilities Engineer,2,Divorced,4444,22534,4,0,13,3,3,15,2,4,11,8,5,10,0
28,25-54,Travel_Frequently,791,Engineering Services,1,4,Engineering,4,Male,44,3,1,Engineering Technician,3,Single,2154,6842,0,1,11,3,3,5,2,2,4,2,0,2,0
44,25-54,Travel_Rarely,1199,Engineering Services,4,2,Engineering,3,Male,92,4,5,Engineering Manager,1,Divorced,19190,17477,1,0,14,3,4,26,4,2,25,9,14,13,0
34,25-54,Travel_Frequently,648,Human Resources Management,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,0,11,3,4,14,5,4,10,9,1,8,0
35,25-54,Travel_Rarely,735,Engineering Services,6,1,Engineering,3,Male,66,3,1,Electrical Engineer,3,Married,3506,6020,0,1,14,3,4,4,3,3,3,2,2,2,0
42,25-54,Travel_Rarely,603,Engineering Services,7,4,Engineering,2,Female,78,4,2,Electrical Engineer,2,Married,2372,5628,6,1,16,3,4,18,2,3,1,0,0,0,0
43,25-54,Travel_Rarely,531,Business and Development Management,4,4,Marketing,4,Female,56,2,3,Market Research Analyst,4,Single,10231,20364,3,0,14,3,4,23,3,4,21,7,15,17,0
36,25-54,Travel_Rarely,429,Engineering Services,2,4,Engineering,3,Female,53,3,2,Mechanical Engineer,2,Single,5410,2323,9,1,11,3,4,18,2,3,16,14,5,12,0
44,25-54,Travel_Rarely,621,Engineering Services,15,3,Engineering,1,Female,73,3,3,Electrical Engineer,4,Married,7978,14075,1,0,11,3,4,10,2,3,10,7,0,5,1
28,25-54,Travel_Frequently,193,Engineering Services,2,3,Engineering,4,Male,52,2,1,Electrical Engineer,4,Married,3867,14222,1,1,12,3,2,2,2,3,2,2,2,2,0
51,25-54,Travel_Frequently,968,Engineering Services,6,2,Engineering,2,Female,40,2,1,Engineering Technician,3,Single,2838,4257,0,0,14,3,2,8,6,2,7,0,7,7,0
30,25-54,Non-Travel,879,Engineering Services,9,2,Engineering,3,Female,72,3,2,Mechanical Engineer,3,Single,4695,12858,7,1,18,3,3,10,3,3,8,4,1,7,0
29,25-54,Travel_Rarely,806,Engineering Services,7,3,Engineering,2,Female,39,3,1,Engineering Technician,3,Divorced,3339,17285,3,1,13,3,1,10,2,3,7,7,7,7,1
28,25-54,Travel_Rarely,640,Engineering Services,1,3,Engineering,4,Male,84,3,1,Maintenance Engineer,1,Single,2080,4732,2,0,11,3,2,5,2,2,3,2,1,2,0
